id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4629780538328530,KcuJ7yWD8,#随手拍下的治愈瞬间# 别人做得到的事，不应该只有你做不到啊。                                                                ——哆啦a梦 ,,https://wx3.sinaimg.cn/large/c13e5944ly1gpvo25hzkqj20b40jr3z8.jpg,,,2021-04-25,前置双摄vivo X9,1,0,0,随手拍下的治愈瞬间,
4629081436720622,Kccxxscl8,#世界读书日# 我们读所有的书，最终的目的都是读到自己。清晨打卡图书馆 常州·常州文化广场-图书馆 ,,"https://wx1.sinaimg.cn/large/c13e5944ly1gptfnpkuifj21su0u07n0.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gptfnqo4t9j21su0u0k6r.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gptfnr2qkkj20j60ougo2.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gptfnsfma0j21su0u0wvx.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gptfnto3q9j21su0u04dx.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gptfnu7dj3j20u00jytfy.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gptfp6pxmdj20p00ft0x2.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gptfoukb9oj20m80xcgq7.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gptfnvugjbj20u00mijvk.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gptfnwehxtj20m80gotax.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gptfnwxr9bj20rs0ij76c.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gptfnyhd6sj20u0195gwo.jpg",,常州·常州文化广场-图书馆,2021-04-23,前置双摄vivo X9,3,1,0,世界读书日,
4629035197399865,KcbkXv32F,没有脚踏实地的建立起来的东西，都无法形成精神和物质上的支撑。     by东野圭吾 ,,,,,2021-04-23,前置双摄vivo X9,0,0,0,,
4628841336935228,Kc6iht6aw,#不得故意安排学生单独坐最后一排# 教育部最近出来的规定都很接地气，也都是实际频发的现象。说明时刻都在关注教育的真相，真心要点赞。不过上有政策，下有对策。每个班里总有几个搞不定的所谓“刺头”学生。有“水平”的老师会对全班同学说：某某同学喜欢安静，大家都不要去打扰他，所以让他单独一个人坐一排……真实事件，我们班就遇到过这样的事情。建议：提高教师的入行门槛，真正是以热爱这一份职业去从事，特别是幼儿，小学教师，实际上一个孩子在接受启蒙教育的时候，这个阶段的是最重要的。,,,,,2021-04-22,前置双摄vivo X9,1,2,1,不得故意安排学生单独坐最后一排,
4628777978826091,Kc4E5B24j,"#加班是职场里的加分项吗# 分情况。1,从行业属性来看。通常互联网行业加班是常态，总之不加班绝对是扣分项。2,看企业文化，也就是老板的理念吧。职场生存的第一条：就是适应规则，如何适应——投其所好。比如，老板就看不惯那种他没离开办公室，员工就下班了，你还想在这领工资的话，那你就要适应它的加班文化。3,还有，关于加班，在面试的时候hr通常会问你：能适应加班吗？其实这是一个压力面试，看你面对加班的态度如何，以及不加班你会如何提高工作效率的问题，也就是你这个人的时间管理能力如何？回复的好就是一个加分项，当然，如果你对这个职位还有点兴趣的话，肯定不会简单粗暴的回复“不能”。总之，关于加班，你在择业之前内心就要有一个初步判断，选择适合你的行业和职业。",,,,,2021-04-22,前置双摄vivo X9,1,1,1,加班是职场里的加分项吗,
4628672487883333,Kc1TWx4Ox,一无所知的世界，走下去才有惊喜。如果没有人护你周全，那你只有强大到没有软肋。 ,,,,,2021-04-22,前置双摄vivo X9,3,0,2,,
4628311357261468,KbSvtut2s,世间最好的默契，并非有人懂你的言外之意，而是有人懂你的欲言又止。 ,,,,,2021-04-21,前置双摄vivo X9,3,0,1,,
4628185747035227,KbPeStwbp,#晚安# 下班时同事拍的天空色彩斑斓，惊艳微醺的路灯和每个晚归的梦想碰了个杯。👏🐂🍺 常州·常州现代传媒中心 ,,"https://wx1.sinaimg.cn/large/c13e5944ly1gpqkqjrazvj21ao2tckjm.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gpqkqlch99j21ao2tc1kz.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gpqkqms75xj21ao2tc4qr.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gpqkqpy0ubj21m53ho1kz.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gpqkqu338pj21ao2tcnpe.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gpqkr0il5qj21m53hox6r.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gpqkr3nel9j21ao2tckjm.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gpqkr53fhyj21ao2tc1kz.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gpqkr6q9f8j22py1ao1ky.jpg",,常州·常州现代传媒中心,2021-04-20,前置双摄vivo X9,5,1,1,晚安,
4628056456565020,KbLSlrxRq,#长的好看在职场算优势吗# 算的。长得好看可以在求职时取得非常大的隐藏优势，比如：在学历，经验，家庭背景等硬件条件没有过大的差距时，长相几乎是面试官的唯一标准。毕竟外貌是人的第一印象，而人都是视觉动物。普通的职业尚且如此，更不用说对外貌有硬性要求的特定岗位。 ,,,,,2021-04-20,前置双摄vivo X9,2,0,2,长的好看在职场算优势吗,
4627948609732816,KbJ4oEPWU,#读书是否能改变命运# 对于大部分人来说，读书是改变命运的一个通道，知识就是力量还是有一定规律的。人生唯一能预知的就是世事难料。 ,,,,,2021-04-20,前置双摄vivo X9,1,0,2,读书是否能改变命运,
4627947053646287,KbJ1Tfiz5,小时候，幸福是一件简单的事；长大后，简单是一件幸福的事。                                                    ——宫崎骏 ,,,,,2021-04-20,前置双摄vivo X9,3,0,2,,
4627836041954186,KbG8Q8cn8,#工作该不该走出舒适圈# 不应该。舒适圈的人现在都泡好澡，微醺一下，贴个面膜，听听音乐🎶催眠了，我还在扫马路呢。所以，你们要想明白，你到底想过怎样的日子再做决定 ,,"https://wx1.sinaimg.cn/large/c13e5944ly1gppgosqw11j20u01400wz.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gppgotdfyjj20u0140n1p.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gppgotx3j4j20u01400xg.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gppgouij65j20u014078w.jpg",,,2021-04-19,前置双摄vivo X9,1,0,1,工作该不该走出舒适圈,
4627647684937040,KbBf2kIlG,#近4成新增外卖骑手来自工人# 想象一下，如果没有外卖骑手，我们的生活将变成什么样？ ,,,,,2021-04-19,前置双摄vivo X9,6,4,3,近4成新增外卖骑手来自工人,
4627601975151856,KbA3jlCes,#中国超2亿人单身# 劝很多女性朋友，如果你没找到合适的另一半，你情愿不要结婚。没有必要。天底下没有说每个人要过同样的生活。老天要我们做不一样的人，而不是过同样的日子。你有自己的选择，你要了解自己。对你最合适的，你就勇敢的去做。不必太顾虑别人的想法。婚姻不是归宿，好的婚姻才是。,,,,,2021-04-19,前置双摄vivo X9,8,1,2,中国超2亿人单身,
4627590700074310,KbzL80jky,如果人生是一道证明题，你自己就是最好的答案。 ,,,,,2021-04-19,前置双摄vivo X9,2,0,1,,
4626495182734082,Kb7gabtg6,#好书推荐##早安# 所谓努力，指的是主动而有目的的活动。 ,,,,,2021-04-16,前置双摄vivo X9,1,2,2,"好书推荐,早安",
4626140688024954,KaY2oxFEK,生命的过程无论是阳春白雪，青菜豆腐都得尝一尝，是什么滋味，才不忘走这么一遭。 ,,,,,2021-04-15,前置双摄vivo X9,2,0,1,,
4625765687362608,KaOhyuTlK,#读书为你带来了什么##好书推荐# 我要爱，要生活，把眼前的一世当做一百世一样。                                                 ——王小波《黄金时代》 ,,,,,2021-04-14,前置双摄vivo X9,1,0,1,"读书为你带来了什么,好书推荐",
4625417473098252,KaFdVcZZO,做你最愿意做的那件事，那才是你真正的天赋所在。 ,,,,,2021-04-13,前置双摄vivo X9,0,1,1,,
4625068519066578,Kaw95C2D8,活着不一定要鲜艳，但一定要有自己的颜色。 ,,,,,2021-04-12,前置双摄vivo X9,3,0,2,,
4624426660793563,KafrQ3krp,#如何看待互联网加班常态# 互联网行业节奏快，加班确实是常态。每个行业和职业的属性不一样。这要看个人了，你既然选择留在互联网，说明在潜意识里，已经认同了这个行业的规则。具体而言，面对互联网的长期加班，有两种典型吧：（1）因为热爱，因为做的是有价值的事情，对自己成长有帮助的事情，你会发现身边有一些人，一直活力满满，打满鸡血。对于他们而言，根本不需要说服自己。（2）一些工作只是为了生存的普通人，他们或许在积累初始财富，为的是十年之后的财富自由。在用现在的辛苦，换取未来的安逸。金融业和互联网业，至今仍然是在各行各业中平均工资更高的职业，辛苦也是必然。按劳付酬，这也是基本规则。这样想想就心理平衡很多了，当然了说这么多，放在第一位的还是自己的身体。所以说这个行业是吃青春饭的，也没错。举例：华为通常在45岁就不会跟你续签，然后会给你一笔不菲的退休金，至少能满足你下辈子的正常生活，其原因就是这个。所以，保证身体能承受高强度的工作高收入才有意义。,,,,,2021-04-10,前置双摄vivo X9,0,0,0,如何看待互联网加班常态,
4624421748736366,KafjUAEJ8,#好朋友真的不能一起创业吗# 创业并不是那么容易，需要资金，技术，人才。以我的亲身经历来看，好朋友一起创业，不管是谁出钱，谁出技术。关键不是看对方是谁？换句话说，如果合作伙伴不合适，换谁都会出现矛盾。而是在于你们的合作规则，责，权，利是否清晰明了？最好能把丑话说在前面，先小人后君子。哪怕生意不成，仁义还在。这也是我一贯做事的风格。如果是为了利益最后和朋友势不两立，我认为 这本身还不能算是好朋友。只是你高估了这段友谊的质量。（生活中是屡见不鲜）举例：新东方上市前，俞敏洪和徐小平，王强闹的拍桌子砸车，那又怎么样？他们仍然是同窗室友和最佳拍档，因为他们有同样的目标和格局。如果对方都能把彼此看作是好朋友，那么在三观，格局上都是有一定的对等和默契，过程中会有冲突，只要大家都能明白，为了达到目标就是在不断解决冲突的过程，就会真正为了这个公司的发展壮大，以此为最高目标，而不是为了个人的利益斤斤计较。所以第1步你要有清晰的自我认知，要知道怎样的合作伙伴适合与你一起共事才是关键。,,,,,2021-04-10,前置双摄vivo X9,2,0,1,好朋友真的不能一起创业吗,
4623333197612115,K9N0bvWg3,"#招聘##职场公开课# 给大家提供两个职位，欢迎自荐或推荐，私信给我1,美资企业研发经理：3年左右经验，企业提供培养平台，做过电池，机柜，铜板，母线，倾向于设计，非工艺。英语：听读写熟练，口语不作要求。2,美资企业KAM：在光宝，瑞升，天合，富士康做过项目管理者优先。口语熟练，因为接触的是欧洲和北美客户，经常需要电话会议，每年出国交流1~2次。也欢迎转发给有需要的人~~@简历义工 @职掌事",,,,,2021-04-07,前置双摄vivo X9,2,2,2,"招聘,职场公开课","简历义工,职掌事"
4623329438469318,K9MU7zxfU,#要放弃家乡优越生活去大城市打拼吗##招聘# 各有优劣势，无论在哪发展，关键要先认清自己。首先，我们从性格角度来分析，你到底适不适合留在大城市。大城市充满冒险和挑战，同时也有更多的选择机会。不同的性格，适合在不同的地方发展。如果你个性鲜明、人格独特，常常脑洞大开，对一切新的事物充 ...全文,,,,,2021-04-07,前置双摄vivo X9,20,0,7,招聘,
4623262276127801,K9L9NpI7v,#早安##好书推荐# 生活不是为了赶路，而是为了感受路。 ,,,,,2021-04-07,前置双摄vivo X9,0,1,0,"早安,好书推荐",
4623058163469673,K9FQAeyCt,#面试时展示非专业技能合适吗# 面试是一个很重要的环节，想要成功应聘到该职位就要知道面试应聚焦于你的优点，让面试官了解到您的工作优势。回答时，一定要注意：1、任何优势要有依据；2、优势一定要与岗位需求匹配一、突出专业成绩优势。 企业招聘自然希望应聘的人能完成企业目标，大学生的专 ...全文,,,,,2021-04-06,前置双摄vivo X9,8,0,1,面试时展示非专业技能合适吗,
4622881567540378,K9BfKvDB0,#早安# 早安 ,,https://wx2.sinaimg.cn/large/c13e5944ly1gp9npx1bgjj20qo0pltba.jpg,,,2021-04-06,前置双摄vivo X9,0,1,0,早安,
4622573676007583,K9tf9pcQv,"#给孩子自由会养废ta吗# 没有绝对的自由，只有相对的自由。俗话说，没有规矩不成方圆。如何给孩子自由，关键在于尺度的把握。1,给孩子自由不是放任孩子，更不是孩子“想干什么就干什么”，而是给孩子选择、尝试和犯错的权利，让孩子从中获取成长所必需的生活经验。自由=选择权+尝试权+犯错权。2,是否将孩子看成一个独立的个体？在你能力范围内，去给到孩子需要的。而不是把自己认为“好”的强加给孩子，去控制插手孩子的空间。特别有很多家长的口头禅——“我是为你好”“我是对的，你要做个听话的孩子”这样的单边主义思维模式需要做些调整。这样的父母及本质上是在占有控制孩子，而不是真正的给予爱。其实，成年人如果按照自己的意志去管理孩子，折射出的心理机制是其自身对世界、对他人深深的恐惧和不信任。3,学会做一名“听话”的家长。倾听孩子的需求。去接纳和信任他，在安全和道德底线的基础上，有能力自己独立去完成。孩子最终是要成他自己，成为一个完整的人，而不是父母手中的遥控器。真正的爱孩子，是尊重孩子，是清楚我们和孩子的界限在哪里，明白哪些是我们该做的，哪些是应该允许孩子自己做的，真正的爱，就是给孩子自由、宽容和欣赏，是陪伴孩子慢慢获得生活的经验。唯有如此，孩子才能成为拥有独立思想的人，并有能力找到属于自己的人生方向。@职掌事",,,,,2021-04-05,前置双摄vivo X9,5,0,6,给孩子自由会养废ta吗,职掌事
4622214232018417,K9jTp8t57,#带着微博去旅行# 人间有味是清欢。——苏轼 常州·东坡公园 ,,"https://wx1.sinaimg.cn/large/c13e5944ly1gp7iwdd0tgj20u01404c2.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gp7ixm5et3j22o03k07wn.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gp7ixopgfpj22o03k0hdy.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gp7ixr9qruj22o03k0u12.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gp7ixx5ctmj21400u0gxu.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gp7j18h0q0j23k02o0kjr.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gp7j1bb96sj22o03k0qva.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gp7j1ec9nbj22o03k0u12.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gp7j1hzx70j22o03k01l3.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gp7j1q8ac1j22o03k0e85.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gp7j2kdowmj21400u0k45.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gp7j1weecij23k02o0npk.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gp7j240u8ij23k02o0kjs.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gp7j27d1ywj22o03k04qu.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gp7j2b9lorj23k02o0qva.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1gp7j2d6ju5j23k02o0x6r.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gp7j2glvckj22o03k0nph.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gp7j2pjr1xj22o03k0hdz.jpg",,常州·东坡公园,2021-04-04,前置双摄vivo X9,2,1,0,带着微博去旅行,
4621429591770942,K8ZtR7qHA,#早安# 别向生活低头，因为父亲曾把你举过头顶。 ,,,,,2021-04-02,前置双摄vivo X9,4,0,1,早安,
4621317675160485,K8WzllEtD,#考公还是年轻人的退路吗# 当然不是，说的考公是很容易的事情一样。咨询中遇到很多人面临两个选择，到底是考公务员还是创业，这的确是一道人生难题。其实我觉得不存在哪个更好，这个是要根据自身的实际情况来看的。首先来说公务员，公务员最大的好处就是工作稳定又轻松，就算工作没做好也不会有下岗的风险，虽然工资不是很高，但退休后有完善的保障制度，退休后的收入甚至比在职期间都要高。与公务员相比，选择自己创业的人不用受体制内的束缚，也无法享受体制内待遇。要是成功了，可以获得高于体制内几倍甚至几十倍的收入，但同时也有很大的风险，一旦没做好，很有可能赔的血本无归。在体制内，你还能靠得到别人，在体制外，一切都得靠自己的本事。只要你有能力就有可能成功，但想要做到这一步并不是那么容易的，智商和情商均不可或缺，这就是我们通常所说的商业头脑。根据相关统计，大学生从学校毕业后，达到小有成就的人不足0.1%，很多人只看到了创业者表面的风光，却永远无法想象这些人背后付出的功夫。考公务员和创业各有利弊，至于如何选择，还得看自身的条件。看你注重事业的辉煌还是更倾向于稳定的生活，看你是想发财还是更想当官，无论怎么选择，努力才会有收获，公务员不努力就没有晋升机会，千军万马过独木桥，做生意不努力就很难成功。如果是我，就我这不在线的双商，肯定不会选择体制内。毕竟我是一个经不起折腾的人。如果在甄环传中铁定活不过三秒所以，有一个清晰的自我认知非常重要，加上我还有脸盲症，明明大领导喜欢打羽毛球，我看成了2领导，结果说要陪他打网球，这人际关系搞的我真心累主要是——你家里有人伐？体制内主要是混人情。因为大单位的特点是360评价。上上下下，大家都喜欢的，就是明日之星。如果只有一个层面的人喜欢你，属于有争议。如果大家都不喜欢你，恭喜你，不用再努力了，老王退休后，那个冷板凳归你了!人际关系无所不在，很难处理。有时候甚至是无缘无故会被吃苍蝇，就是你某句话惹人不高兴了。举个最简单的例子，领导家儿子读书烂，你就不能在他面前提教育这事，否则，他以为你在嘲笑他教育无方。可你往往不知道这个梗。实际情况更加复杂，很难处理。尤其像国企：几乎每周都在应付各种检查，安全的，环保的，团建的，市里的，省里的，集团的，国家的。还有党建，扶贫，防汛，抗旱，创文，创卫一堆事，联欢会，运动会，各种大小会……总结：如果你希望过安稳的生活，工资不用太高，家里有人，不是太笨，心地善良又乐于助人，察言观色，不圆滑可以慢慢来。因为像这种单位确实没人教你做人做事。一般是自学成才的。@职掌事,,,,,2021-04-01,前置双摄vivo X9,2,0,1,考公还是年轻人的退路吗,职掌事
4621089772668323,K8QDLbc9t,#早安# 人都是矛盾的。渴望被理解，又害怕被看穿。多一分心力去注意别人，就少一分心力反省自己。 ,,,,,2021-04-01,前置双摄vivo X9,1,1,1,早安,
4620926145009902,K8MnQl1iS,"#谈恋爱应该明白什么# 1,要互相信任，没有信任就不要谈恋爱，真正的爱情建立在信任的基础上，不要总是想对方有什么瞒着自己，是不是脚踏两只船等等。2,要给对方适当的空间，总是和一个人粘腻在一起，不仅两个人之间没有了新鲜感，甚至会有一方会对一方产生厌恶，恋爱中双方是独立的个体，可以营造些距离产生美的体验。3,要学会沟通，不要什么事都闷在心里，就算是最亲近的人也不一定能猜到你心里想什么，毕竟他不是你肚子里的虫子，两人沟通好了，才能更加长久走下去，最大限度避免误会，坦诚相待，真正爱你的人是很乐意与你分担压力，分享快乐的。4,不要放大对方的缺点，人都是不完美的，谁的身上都有点小缺点，恋爱的目的是更好的相处，相互理解支持，共同成长，而不是相互挑剔，所以要学会包容。5,两个人在一起要互相平等对待，要有独立的生活，这个世界没有说谁没了谁就活不下去。总之，真正的爱情要经得起考验，在恋爱关系中做到情感上的依赖，人格上的独立，相互理解包容，彼此见证成长，这样的恋爱在我看来就是顶配。@职掌事",,,,,2021-03-31,前置双摄vivo X9,15,0,5,谈恋爱应该明白什么,职掌事
4620919480258574,K8Md615gy,#当代年轻人的机会在哪里# 哇哦，获微博今日最佳，必看精品观点，开心 @职掌事 ,,"https://wx3.sinaimg.cn/large/c13e5944ly1gp3ec0bdj5j20sm140n5z.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1gp3ec1i84lj20ku19otnw.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1gp3ec35gnij20u01hckas.jpg",,,2021-03-31,前置双摄vivo X9,2,0,1,当代年轻人的机会在哪里,职掌事
4620723991872030,K8H7N7R02,#早安##好书推荐# 聪明是天赋，善良是一种选择。善良不是软弱，心软不是因为懦弱。善良比聪明更难，善良的人可以为了某些人，某些事忍辱负重。尽管他自己心知肚明，自己面对的事情很不公平。但是他仍然会做到推己及人的周到与体谅。所以，也请放好自己的无知和没有底线的善良。不要让善良滋生不法丑陋的底线，提防你的好意培养了“坏人”，掌握自己的规模尺度。,,,,,2021-03-31,前置双摄vivo X9,1,0,1,"早安,好书推荐",
4620572559939553,K8DbxFHJn,#父母反对的梦想该继续坚持吗# 心要软，壳要硬。梦想还是要有的，万一实现了呢？ ,,,,,2021-03-30,前置双摄vivo X9,4,0,1,父母反对的梦想该继续坚持吗,
